accuracy,contents,date,evaluation,id,title
up,암호화폐 거래소 비트렉스 글로벌이 일 공식 트위터를 통해   마켓에   마켓에 을 상장했다고 공지했다. 코인마켓캡 기준 은 현재 . 내린 . 달러 은 현재 . 오른 . 달러에 거래되고 있다.,2021-08-19,1,68861,비트렉스 글로벌  및  상장
up,암호화폐 전문 미디어 비트코인닷컴에 따르면 암호화폐 투자 서비스 제공 업체 크립토벤티지가 최근 년년생 암호화폐 투자자  명을 대상으로 진행한 설문조사에서 응답자 중 에 해당하는 약 가 암호화폐 투자로 수익을 봤다고 답했다. 또 해당 설문조사에서 밀레니얼 세대 투자자들의 포트폴리오 내 암호화폐의 투자 비중은 평균 를 나타냈으며 세대 투자자들은 포트폴리오 중 평균 .를 암호화폐에 할당하고 있는 것으로 나타났다. 또 제니얼 세대년대 후반부터 년대 초반까지 태어난 세대 투자자들이 가장 많은 금액을 암호화폐에 투자했으며 수익을 본 투자자가 .를 차지해 가장 큰 비율을 기록했다. 밀레니얼 세대와 세대 투자자들의 수익 투자자 비율은 각각 . .를 나타냈다.,2021-08-19,1,68860,서베이 암호화폐 투자자 중 는 수익 봤다
up,미 유명 주택담보대출 업체가 암호화폐 결제를 지원할 계획이다.,2021-08-19,1,68859,미 유명 주택담보대출 업체 암호화폐 결제 허용 예정
up,암호화폐 마켓 데이터 플랫폼 비코인에 따르면 지난 시간 주요 암호화폐 선물 거래소에서 .억 달러 규모의 포지션이 강제 청산됐다. 강제 청산된 계정 수는 약  개다. 각 거래소에서 강제 청산된 포지션 규모는 다음과 같다. ,2021-08-19,1,68858,지난 시간 주요 선물 거래소서 .억 달러 규모 포지션 강제 청산
up,암호화폐 데이터 분석 플랫폼 글라스노드가 주간 인사이트 보고서를 통해 암호화폐 거래소 보유  물량이 이번주 만 를 기록하며 역대 최저 수치를 경신했다. 이는  유통량의 약  수준이라고 분석했다. 이어서 글라스노드는 거래소에서 가 지속적으로 외부로 유출되며  가격 상승의 발판을 마련하고 있다. 통상적으로 중앙화 거래소에서  물량이 외부로 이체될 경우 강세 신호로 판단한다. 외부로 유출된 는 락업되거나 에 재투자될 가능성이 높다고 설명했다. 코인마켓캡 기준 는 현재 . 내린 . 달러에 거래되고 있다.,2021-08-19,1,68857,데이터 거래소 보유  물량 역대 최저 수치 경신...강세 신호
up,암호화폐 전문 미디어 코인텔레그래프에 따르면 헤데라 해시그래프 시총 위가 일 공식 채널을 통해 영국 소재 명문대학교 런던정치경제대학교가 헤데라 운영위원회거버닝 카운슬에 합류했다고 밝혔다. 이는 에 이어 두 번째로 카운슬에 합류한 학술기관이다. 헤데라 해시그래프는 네트워크의 탈중앙화 관리를 총괄하는 헤데라 거버닝 카운슬을 운영하고 있으며 위원회에는 구글  보잉 노무라 도이치텔레콤 등 글로벌 기업들이 참여하고 있다. 코인마켓캡 기준 는 현재 . 내린 . 달러에 거래되고 있다.,2021-08-19,1,68856,명문대 런던정경대 헤데라해시그래프 운영 위원회 합류
up,한국블록체인기업진흥협회가 조명희 국민의힘 의원과 만나 가상자산암호화폐거래소 신고유예기간 연장의 필요성을 강조했다.,2021-08-19,1,68855,한국블록체인기업진흥협회 조명희 의원과 가상자산사업자 신고유예기간 연장 필요성 강조
up, 크로스체인 프로토콜 언바운드 파이낸스가 공식 블로그를 통해  분기의 로드맵을 공개했다. 언바운드 파이낸스는 현재 이더리움 테스트넷 버전에서 운영되고 있으며 오는 월 이더리움 메인넷에 정식 버전을 출시할 계획이다. 또한 이더리움에 이어 폴리곤 파모니 바이낸스 스마트체인 솔라나 등으로도 확장할 계획이라 밝혔다. 더 나아가 언바운드 파이낸스는 유니스왑 의  포지션을 담보로 해 자체 스테이블코인 를 발행할 수 있도록 지원할 예정이다.,2021-08-19,1,68854,언바운드 파이낸스  분기 로드맵 공개
up,유니커스코인이 금일 시에 상장됨에 따라  상장 기념 홀더 인증 프로모션을 진행한다고 공지했다. 유니커스 코인 구매 후 지갑 인증 및 홀더 커뮤니티 인증을 거치면 추첨을 통해 명에게 만원 상당 를 지급한다. 프로모션 기간은 월 일부터 월 일까지다.,2021-08-19,1,68853,한빗코  상장 기념 홀더 인증 프로모션 진행
up, 플랫폼 왁스가 탄소 배출량을 줄일 수 있는 를 출시한다고 일 밝혔다. 왁스에서 탄소 배출 축소 를 구입한 사람은 달러당 나무 그루를 심을 수 있는 권한을 얻게 된다. 윌리엄 퀴글리 왁스 공동설립자는 왁스는 친환경적인 블록체인이며 이더리움보다 몇 십만 배 효율적이고 저렴하게 를 발행할 수 있다고 밝혔다.,2021-08-19,1,68852,왁스 탄소 배출 감소 위한 친환경  출시
up,중국에 이어 태국이 일반 국민을 대상으로 하는 중앙은행 디지털화폐 실험을 준비하고 있다. ,2021-08-19,1,68851,태국 중앙은행 년 분기 소매용  실험한다일반 대중 참여
up,외신에 따르면 페리 와르지요 인도네시아 중앙은행 총재가 최근 블록체인 기반 중앙은행 발행 디지털화폐를 출시할 예정이라고 밝혔다.,2021-08-19,1,68850,인니 중앙은행 총재 블록체인 기반 디지털 화폐 출시 예정
up,로이터 통신에 따르면 바치라 아롬디 태국 부총재가 일 기자회견을 통해 태국 중앙은행이 대체 결제 옵션으로 년 분기 리테일소매 전용 디지털 화폐를 테스트할 예정이라고 밝혔다. 이와 관련해 바치라 부총재는 리테일 전용 중앙은행 발행 디지털화폐는 통화 정책이나 통화 공급에 영향을 미치지 않을 것이라며 태국 내 시범사업은 제한된 규모의 현금성 활동에서  사용을 테스트해보는 것이라고 설명했다. 앞서 태국 중앙은행은 공식 성명을 통해 에 대한 수요는 점차 증가할 것이라며 가 현금과 전자화폐를 부분적으로 대체하는 결제 옵션이 될 수 있을 것이라고 밝힌 바 있다.,2021-08-19,1,68848,태국 중앙은행 내년 분기 리테일 전용 디지털 화폐 테스트 진행
up,바이낸스가 공식 사이트를 통해 한국시간 기준 일 시  마켓에 포튜브를 상장할 예정이라고 공지했다. 이날 바이낸스는      등 개 거래페어를 동시 상장한다. 코인마켓캡 기준 은 현재 . 오른 . 달러에 거래되고 있다.,2021-08-19,1,68847,바이낸스 일 시  마켓에  상장
up,바이낸스 스마트 체인 기반 디파이 프로토콜 파인콘파이낸스 가 공식 채널을 통해 스테이킹볼트가 해킹 공격에 노출돼 약 만 약 만 달러 규모를 도난당했다고 밝혔다. 파인콘파이낸스 측은 일 시현지시간  스테이킹볼트를 가동하기 시작했으며 약 시간 뒤  블록높이 에서 공격을 받은 것으로 전해졌다. 파인콘 팀은 공격자가 사용한 개 암호화폐 주소를 확정한 상태로 바이낸스 팀과 피해 복구 조치 관련 소통을 진행하고 있다고 덧붙였다.,2021-08-19,1,68846,기반 디파이 프로토콜 파인콘파이낸스 네트워크 공격 노출...만 달러 피해
up,미국 오하이오주에 사는 대 남성이 억 달러약 천억천만원 규모의 비트코인을 돈세탁한 혐의를 인정했다고 미  방송이 일현지시간 보도했다. 미 법무부에 따르면 래리 딘 하먼은 워싱턴 연방 법원에 낸 답변서에서 유죄를 인정하면서 최근 시세로 억달러 상당의 비트코인 천여개를 넘겨주기로 했다. 하먼은 인터넷 암시장인 다크넷을 근거로 년 헬릭스라는 이름의 비트코인 돈세탁 서비스 업체를 운영하면서 마약 밀매상 등을 상대로 비트코인 만개억달러 상당를 돈세탁해준 혐의를 받고 있다. 앞서 코인니스는 지난 월 미국 검찰이 다크넷에서 비트코인을 악용해 돈세탁을 방조한 혐의로 현지 법원에 래리 딘 하몬을 기소한 바 있다고 보도한 바 있다.,2021-08-19,1,68845,대 미국인 천억원대 비트코인 돈세탁 혐의 인정
up,페멕스가 일 오후 시 엑시 인피니티 폴리곤 솔라나를  마켓에 상장한다고 공지했다.,2021-08-19,1,68844,페멕스   상장
up,아이콘 블록체인 기반 탈중앙화 머니마켓 이 공식 트위터를 통해서  런칭에 맞춰 기존 아이콘 디파이 및 를 사용한 사람들을 대상으로  토큰 에어드랍이 진행될 예정이라고 공지했다. 초기 커뮤니티 형성을 위해 이와 같은 에어드랍을 진행하게 되었다고 밝혔다. 자격이 충족되는 에어드랍 대상자는 각종 미션들을 완수해  에어드랍을 신청할 수 있다. 에어드랍은 해당사항에 따라서   이 지급된다.,2021-08-19,1,68843,에어드랍 진행 예정
up,금융당국의 가상자산암호화폐 거래소 현장컨설팅이 신고 미수리로 인해 발생할 문제에 대한 규제당국의 면피성 컨설팅이며 은행연합회가 내놓은 거래소 위험평가 방안에도 문제가 있다는 지적이 제기됐다.,2021-08-19,1,68842,김태림 변호사 현장 컨설팅은 면피성가상자산사업자 위험평가 방안도 문제
up,디파이 플랫폼 앵커 프로토콜이 트위터를 통해 총락업자산가치가 억 달러를 돌파했다고 밝혔다. 담보물 자산 총 가치는 .억 달러로  가 각각 .억 달러 .억 달러를 나타냈다. 앵커 프로토콜은 지난 일 스테이킹 유동성 솔루션 리도와 파트너십을 체결 를 출시했으며 이를 통해 테라 생태계 외부에서 앵커 프로토콜을 도입해 앵커 프로토콜 담보물 종류와 유동성을 확대한 바 있다.,2021-08-19,1,68841,앵커 프로토콜  억 달러 돌파
up,미국 대형 암호화폐 거래소 코인베이스가 일본 시장 개척을 위해 현지 최대 은행 미쓰비시와 파트너십을 체결했다고 년 월 일이하 현지시간 공식 발표했다. ,2021-08-19,1,68840,코인베이스  최대 은행 미쓰비시와 손잡고 시장 진출 시동
up,엘살바도르 중앙은행이 금융 기관의 비트코인 관련 서비스 제공에 대한 규정 초안을 발표했다고 코인텔레그래프가 보도했다. 초안에 따르면 금융기관이 디지털 지갑을 제공하려면 중앙은행에 등록을 신청해야 한다. 신청서에는 해당 서비스의 유형 시장 세부 정보 위험평가 고객에게 부과되는 비용 고객에 대한 지침 사항 및 불만처리 절차 등에 상세한 내용이 포함돼야 한다. 또한 초안 상 모든 이용자는 신원확인을 거쳐야 하며 거래 모니터링 및 분석 등 자금세탁방지 절차도 적용된다. 중앙은행은 고객이 요청한 정보 외에 거래 관련 모든 정보를 실시간 접근할 수 있다. 금융기관과 기업이 보유한 비트코인에 대한 준비금은  마련돼야 하며 달러는 중앙은행에 비트코인은 커스터디 업체에 보관된다. 고객에게는 비트코인의 가격변동성과 개인키 분실 시 비트코인을 잃을 수 있음을 고지해야 한다. 또한 비트코인달러 간 환전을 제공해야 하며 은행은 이에 대한 수수료를 부과할 수 있다. 다만 비트코인달러 환전에 대한 회계 표준이나 국가 환율 조항은 제외됐다.,2021-08-19,1,68839,엘살바도르 중앙은행 금융기관  관련 서비스 규정 초안 발표
up,크립토닌자에 따르면 질리카가 년 질하이브 액셀러레이터 프로젝트에 선발된 스타트업 곳을 발표했다.  발행 업체 액세스 블록체인 기반  그린빈스  디지털자산 대시보드 개발사  등이다. 선발된 업체들은 향후 개월 간 개념부터 상용화까지 전반적인 상품 개발에 대한 지원을 받게 된다. 이중 성적이 우수한 참여사는 질리카 벤처 펀드인 질하이브 벤처스로부터 최대 만 달러 상당 지원금을 받게 될 예정이다.,2021-08-19,1,68838,질리카 자체 액셀러레이터 프로젝트 선정 스타트업 곳 발표
up,농협은행은 삼성전자와 디지털금융 혁신생태계 조성을 위한 업무협약을 체결했다고 년 월 일 밝혔다.이번 협약으로 양사는 고객이 쉽게 체감할 수 있는 영업점 디지털 환경 조성 블록체인 기술을 활용한 금융 서비스 개발 협력 인공지능 메타버스 등 디지털 신기술 기반 금융 서비스 혁신 분야에서 공동 연구를 진행하기로 했다.,2021-08-19,1,68837,삼성전자농협은행 디지털 금융 혁신 위해 블록체인인공지능 개발 협력
up,엘뱅크가 공식 채널을 통해 한국시간 기준 일 시  마켓에 뉴스크립토를 상장할 예정이라고 공지했다. 입금은 일 시 출금은 일 시부터 가능하다. 는 뉴스크립토 생태계에서 사용되는 기축 통화로 뉴스크립토는 암호화폐 관련 지표 교육 자료 엔터테인먼트 콘텐츠 플랫폼이다.,2021-08-19,1,68836,엘뱅크 일 시  마켓에  상장
up,딥체인에 따르면 일 저스틴 선 트론 창업자의 개인 웨이보 계정이 웨이보 운영팀 측에 의해 계정 차단 조치를 받았다. 현재 해당 웨이보 페이지에는 해당 계정은 법률 및 웨이보 커뮤니티 이용약관을 위반해 현재 열람할 수 없습니다라는 메세지와 함께 접근이 차단된 상태다. 앞서 저스틴 선의 개인 웨이보 계정은 수 차례 차단된 바 있다.,2021-08-19,1,68835,저스틴 선 개인 웨이보 계정 또 차단
up,지난해 연방 송금범 위반 혐의로 유죄 선고를 받았던 디지털 결제플랫폼 페이자의 설립자 파이로즈 페이탈 이 런던 소재 암호화폐 회사 블록체인닷컴을 고소했다고 더블록에 보도했다. 블록체인닷컴 계좌에 보관 중이던  에 대한 이체 요청을 블록체인닷컴이 부당하게 거절했다는 게 고소의 배경이다. 또한 이 때문에 자금 피해를 입었다고 주장했다. 그는 소송이 제기된 월간 비트코인 가격 급락으로 약 만 달러 손실을 입었다고 말했다. 현재 그는 법원에 이체 강제 명령을 요청한 상태다. 블록체인닷컴이 이체 요청을 거절한 이유에 대해서는 알려지지 않았으며 보도 시점까지 공식 입장을 밝히지 않았다. 앞서 년 파이로즈 페이탈은 .억 달러 규모의 자금세탁 혐의로 체포된 뒤 지난해 월 징역형 및 자산 몰수형을 선고받은 바 있다.,2021-08-19,1,68834,페이자 설립자  이체 거부한 블록체인닷컴 고소
up,지난 년 간 전 세계 암호화폐 채택 수준이  성장했다. 미국 중국을 제치고 인도 파키스탄 우크라이나 등 신흥국 시장이 선전했다.,2021-08-19,1,68833,전세계 암호화폐 채택 수준 년 새  급성장 주도권은 에서 신흥국으로
up,바이낸스가 월 일 오후 시      거래지원을 시작한다고 공지했다.,2021-08-19,1,68832,바이낸스  등 종 거래페어 지원
up,디지털 자산 거래소 비블록이 공식 채널을 통해 그동안 사내의 모든 임원과 직원들을 대상으로 동일하게 진행해온 한국금융연수원의 자금세탁방지 기초요원 교육을 모두 수료하고 지난 일 실시한 최종 시험에 응시 전 임직원이 자금세탁방지 요원 자격을 획득하게 됐다고 일 밝혔다. 비블록 거래소의 운영사인 주그레이브릿지는 비블록 거래소의  자금세탁방지부 전문요원팀을 비롯해 임원진과 사내 모든 직원 또한 한국금융연수원이 수여하는  기초요원 자격을 갖춘 국내 가상자산 거래소의 첫 사례로 거듭나게 됐다고 전했다. 앞서 비블록 거래소는 가상자산 거래소 운영중에 발생하는 준법 리스크를 최소화하고 사내 내부통제 시스템을 고도화하여   준법경영시스템 인증 기업 수여를  한국준법진흥원으로부터 인증 받았은 바 있다. 이는 국내 대형거래소인 빗썸 거래소에 이어 중소거래소로는 최초로 인증을 받은 사례로 향후 해결해야할 특금법 관련 은행실명계좌는 물론 정부 유예기간내 가상자산사업자 신고를 마칠 수 있도록 최선을 다하겠다고 비블록은 전했다. 비블록 거래소는 자체 개발한 위치기반 보안출금 서비스를 시행하는 최초의 거래소다. 이는 이용자가 지정한 특정 장소위치가 아니면 원화 및 가상자산의 출금이 거부되는 획기적인 보안 솔루션이다.,2021-08-19,1,68830,비블록 전 임직원  자금세탁방지 기초요원 자격 획득
up,솔라나 기반 탈중앙화 거래소 세럼이 솔라나 기반 스테이블코인 스왑 플랫폼 머큐리얼 파이낸스와 전략적 파트너십을 체결했다고 발표했다. 온체인 스왑이 통합되며 머큐리얼 사용자는 스테이블코인  을 세럼 플랫폼 내  베이스로 표시된 모든 토큰으로 스왑할 수 있다는 설명이다.,2021-08-19,1,68829,세럼 머큐리얼과 파트너십.. 온체인 스왑 통합
up,한글과컴퓨터그룹이 모바일 앱으로 간편하게 금을 거래할 수 있는 디지털 금 거래 플랫폼 아로와나 골드모어를 일 출시한다고 일 밝혔다. 아로와나 골드모어는 실물 금을 아로와나금거래소에서 발행한 디지털 금 바우처 형태로 전환해 거래할 수 있는 모바일 서비스다. 실물 금을 아로와나금거래소에 직접 방문해 디지털 금 바우처로 교환할 수 있고 디지털 금 바우처를 실물 금으로 인출하거나 현금으로 바꿀 수도 있다. 일까지는 누적 금 구매금액의 에 해당하는 토큰을 지급하는 이벤트도 진행한다.,2021-08-19,1,68828,한컴그룹 모바일 금 거래 플랫폼 아로와나 골드모어 출시
up,불닥스가 오늘 자유예치 서비스를 오픈한다고 공지했다. 기존 정기예치보다 더 자유로운 불닥스 참여 및 정산이 가능하며 자유예치중에도 정기예치로 참여 전환이 가능하다. 모집 기간은 월 일부터 모집금액 마감시까지며 모집 대상은   이다. 예치 기간은 최소 일 이후  자유롭게 설정 가능하며 연이율은 다.,2021-08-19,1,68827,불닥스 자유예치 프로그램 출시
up,코인니스 마켓 모니터링에 따르면 가 단기 하락 흐름을 지속하며  달러선을 일시 반납했다. 바이낸스  마켓 기준 는  달러의 저점을 기록한 뒤 현재 . 내린 . 달러에 거래되고 있다.,2021-08-19,1,68826,낙폭 확대  달러선 일시 반납
up,에 따르면 일 해킹 공격에 노출됐다고 밝힌 일본 암호화폐 거래소 리퀴드의 해커 주소 개의 첫 거래가 모두 일 발생한 것으로 나타났다. 해커의   주소에는 약 만 달러 규모의 암호화폐가 보관되어 있는 것으로 전해졌다. 일 새벽 해커의  주소에는  약 만 달러 규모가 입금됐다. 해커의  주소에는 .만 약 만 달러 규모와             등 만 달러 규모의  토큰이 예치되어 있다. 현재 해커는  토큰들을 외부로 이체하고 있는 것으로 전해졌으며 해커의  주소에 이체된 .만 달러 규모의 는 이미 외부로 이체  주소에 입금된 만 달러 규모의 도 외부로 이체된 것으로 나타났다.,2021-08-19,1,68825,리퀴드 해커 주소 일 첫 거래 발생... 주소에 약 만 달러 보유
up,호주 소재 재생에너지 사용 비트코인 채굴기업 아이리스 에너지 가 나스닥 직상장 신청서를 제출했다고 년 월 일현지시간 블록크립토가 보도했다.,2021-08-19,1,68824,암호화폐 채굴기업 아이리스 에너지 분기 나스닥 직상장 추진
up,글로벌 암호화폐 거래소 바이비트가 유명 스포츠팀  와 후원 계약을 체결했다. 의 유니폼에 바이비트 로고가 새겨지며 양사는 자선 사업과 학업 프로젝트 반폭력 캠페인 등 다양한 협업을 진행할 예정이다.한편 의 유명 선수들은 바이비트에서 개최하는  월드 시리즈 오브 트레이딩 대회 팀전에 참가할 예정이다.,2021-08-19,1,68823,바이비트 스포츠팀  후원 계약 체결
up,국내 암호화폐 거래소 빗썸이 방금 전 공식 사이트를 통해 일 오후 원화 및  마켓에 솔라나 벨로프로토콜을 상장할 예정이라고 공지했다. 코인마켓캡 기준 은 현재 . 오른 . 달러 는 . 오른 . 달러에 거래되고 있다.,2021-08-19,1,68822,빗썸 오늘 오후 원화 마켓에  상장 예정
up,지난 시간 기준 의 이동평균  등 개 주요 지표가 매수중립매도 비율 을 나타내고 있다. 매도 의견이 우세하다. ,2021-08-19,1,68821,기술적 분석 매도 의견 우세
up,블록체인 기술 개발사 파이랩테크놀로지의 자체 개발 멀티체인 디파이 플랫폼 바이파이가 공식 채널을 통해 비트코인 직접 예금대출 서비스를 지원한다고 일 밝혔다. 랩핑 토큰을 사용하지 않고 를 직접 활용한 디파이 서비스는 이번이 업계 최초다. 기존 디파이 서비스는   등 이더리움 기반 비트코인 가치 연동 토큰을 활용해 간접적인 서비스를 제공했다.  이와 관련 바이파이는 파이랩의 자체 개발 미들웨어 플랫폼 바이프로스트를 통해 이더리움과 비트코인 네트워크를 잇는 멀티체인 환경을 구현할 수 있었으며 이를 통해 랩핑 토큰을 생략하는 시스템을 구축할 수 있었다고 설명했다.,2021-08-19,1,68820,바이파이  직접 예금대출 서비스 지원...업계 최초
up,암호화폐 전문 미디어 코인텔레그래프에 따르면  억 달러 규모의 세계 최대 재무설계자문기업 드비어 그룹   나이젤 그린  최고경영자가 최근 이더리움 시총 위 가치는 향후 년 내로 비트코인을 넘어설 것이라고 전망했다. 이와 관련해 그는 올들어  가격 상승률은 비트코인을 앞지르고 있으며 이같은 추세는 남은 년에도 이어질 것이다. 이더리움은 실제로 유틸리티 측면에서 비트코인을 앞서고 있으며 스마트 컨트랙트를 가동하기 위한 수요가 가장 많이 집중된 개발 플랫폼이다. 또 .의 출시는 이더리움을 게임 체인저로 만들어 줄 것이며 이는 블록체인 기술 발전에 큰 보탬이 될 것이라고 강조했다. 코인마켓캡 기준 는 현재 . 내린 . 달러에 거래되고 있다.,2021-08-19,1,68819,드비어그룹   가치 향후 년 내  넘어설 것
up,펙쉴드에 따르면 폴리네트워크 해커의 다중서명 월렛에서 .만 가 이체됐다. 여전히 이더리움 네트워크에 동결되어 있는 자산은 총 .억 달러 상당의   및  다. 해커는 전날 폴리네트워크팀에 시스템 보완 및 복구 과정에 집중하라는 메세지를 전한 바 있다.,2021-08-19,1,68818,펙쉴드 폴리네트워크 해커 만  반환
up,바이낸스가 일 오후 시     마켓에 모박스를 상장한다고 공지했다. 현재 입금 가능하며 출금은 일 오후 시 오픈된다.,2021-08-19,1,68817,바이낸스  상장
up,외신에 따르면 미주리 소재 금융 서비스 기업 가 비트코인 펀드    출시 승인을 신청했다. 이 펀드는 주로 비트코인에 직간접적으로 투자하는 투자회사 비트코인 선물 계약 캐나다에 상장된  등에 투자할 계획이다. 해당 펀드는 현물 가격에 노출되는 것을 추구하지 않으며  등  신탁에 직접 투자하지 않을 계획이라고 명시했다. 또 독자적인 정량적 모델을 사용해 비트코인 가격 동향 강도를 측정하고 거래 빈도가 높아 포트폴리오 턴오버 비율이 를 넘을 전망이며 펀드는 만기가 일 이상 남은 선물 계약을 체결할 계획이 없는 대신 상당한 현금 미국 국채 투자등급 고정수익증권을 보유할 것으로 예상된다.,2021-08-19,1,68816,에 비트코인 펀드 승인 신청
up,페이스북이 주도하는 스테이블코인 디엠을 저장전송할 수 있는 디지털 지갑 노비가 미국 내 거의 모든 주에서 승인을 받으며 시장 출시 준비를 마쳤다. ,2021-08-19,1,68815,페이스북 디지털 지갑 노비 출시 준비 마쳤다
up,블룸버그 통신에 따르면 비탈릭 부테린 이더리움 공동설립자가 인터뷰에서 잭 도시 트위터 의 비트코인 기반 분산 재무 계획과 마크 주커버그 페이스북 의 메타버스 계획에 대해 회의적인 반응을 보였다. 그는 비트코인은 당초 분산 금융을 목적으로 설계되지 않았으며 이더리움과 달리 자산을 직접 전송할 수 있는 기능이 없다. 그렇기 때문에 잭 도시는 이러한 기능을 위한 자체 시스템을 구축해야 한다. 페이스북의 경우 저커버그는 인터넷의 다음 단계를 예측하기 위해 열심히 노력 중이다. 하지만 지금은 페이스북이 뒤처져 있고 사람들의 신뢰가 예전만 못하다. 블록체인을 기반으로 페이스북을 구축할 것을 제안한다고 말했다. 이더리움과 관련 그는 향후 년 내 이더리움이 메타버스를 구축할 수 있기를 희망한다고 말했다.,2021-08-19,1,68814,비탈릭 잭 도시저커버그 향후 암호화폐 관련 계획에 회의적 입장
up,연합뉴스에 따르면 농협은행은 지난 일 삼성전자와 디지털금융 혁신 및 생태계 조성을 위한 업무협약을 체결했다고 일 밝혔다. 두 회사는 고객이 쉽게 체감할 수 있는 영업점 디지털 환경 조성 블록체인 기술을 활용한 금융서비스 개발 협력 인공지능 메타버스차원 가상세계 등 디지털 신기술 기반 금융서비스 혁신 분야에서 공동 연구를 진행하기로 했다.,2021-08-19,1,68813,농협은행삼성전자 디지털금융 생태계 조성 업무협약
up,일본 암호화폐 거래소 리퀴드가 방금 전 공식 트위터를 통해 거래소의 핫월렛이 해킹 공격에 노출돼 자산을 콜드월렛으로 이전했다고 밝혔다. 이와 관련 리퀴드는 해당 사안에 대한 조사를 진행 중이며 암호화폐 입출금 서비스를 일시 중단한다고 덧붙였다. 리퀴드가 공개한 공격자 주소는 다음과 같다. ,2021-08-19,1,68812,암호화폐 거래소 리퀴드 핫월렛 해킹 공격 노출...입출금 일시 중단
up,미국 중앙은행 연방준비제도 이하 연준가 시장 정책을 결정하는 공식 회의 자리에서 암호화폐의 금융 위험성 및 스테이블코인 규제 필요성을 안건으로 다뤘다.,2021-08-19,1,68811,연준 시장 정책 회의서 첫 암호화폐스테이블코인 언급
up,년까지 암호화폐 자산운용 시장이 억 달러약 조 억 원 규모까지 성장할 것이라는 전망이 제기됐다. ,2021-08-19,1,68809,년 암호화폐 자산운용 시장 조 원 규모 전망연
up,비트코인 채굴 및 호스팅 업체 컴패스 마이닝  공동 창립자 위트 기브스 가 트위터를 통해 모건의 체이스 은행이 컴패스 마이닝의 계좌를 차단했다. 미래의 화폐에 집중하는 우리가 하는 일들이 구시대적인 그들을 대체하기 때문이다고 주장했다.,2021-08-19,1,68808,컴패스 마이닝 창립자 모건 컴패스 마이닝 계좌 차단
up,우크라이나가 중앙은행 디지털화폐로 직원 급여를 지급할 계획이다.,2021-08-19,1,68807,우크라이나 로 직원 급여 지급 계획디지털 전환 준비 척척
up,크립토뉴스가 아케인 리서치와  디지털과 공동 발표한 보고서를 인용해 자산관리자 펀드 은행 등 기관투자자가 향후 년간 암호화폐 시장에서 주류가 될 것으로 확신한다고 전했다. 보고서는 기관 투자자는 현재 암호화폐 시장에 여러 문제가 상존함에도 암호화폐가 미래 핵심 자산이 될 것으로 전망하고 있다면서 이에 따라 기관 유입세는 도미노 효과를 일으키며 빠르게 증가하고 있으며 비트코인은 점차 합법화되고 있다고 전했다. 모건크릭디지털 창업자 앤서니 폼플리아노는 트위터에 해당 보고서를 게재하며 시장 전반에 걸쳐 제도권의 관심이 얼마나 빠르게 늘고 있는지 확인하는 것은 놀라운 일이라고 말했다.,2021-08-19,1,68806,리서치 년 내 기관투자자 대거 유입...  점차 합법화
up,암호화폐 전문 미디어 비트코인닷컴에 따르면 블라디미르 푸틴 러시아 대통령이 최근 공직자들의 암호화폐 보유 현황 보고 의무화 내용이 포함된  국가 반부패 계획 법안을 최종 승인한 것으로 전해졌다. 이에 따라 러시아 중앙은행 금융당국 노동부 디지털 개발부 등 러시아 주요 정부기관에 소속된 공직자들은 암호화폐 보유 현황에 대한 보고 의무를 갖는다. 이와 관련 러시아 중앙은행은 월 일까지 정부에 해당 정책의 시행 관련 제안서를 제출해야 하며 관련 기관들은 공직자 암호화폐 보유에 대한 정보 취득에 대한 비용 통제를 위한 분석 보고서를 년 월 일까지 제출해야 한다.,2021-08-19,1,68805,푸틴 공직자 암호화폐 보유 현황 보고 의무화 법안 서명
up, 자산 기반 메타버스 플랫폼 디비전 네트워크가 자사 메타버스 플랫폼에서  웹포럼을 일 진행하며 유튜브 조명희 국회의원 와  에서 생중계를 진행한다고 밝혔다. 조명희 윤창현의원의 개정발의 법안들이 실제 특금법 원포인트 개정으로 이어지도록 하기 위한 방안이 중점 논의될 예정이며 전문가 및 참여자 의견은 당국과 국회 등에 공식 건의해 법 개정 추진 동력으로 활용될 예정이다. 이번 포럼은 국민의힘 가상자산특위위원인 조명희 국회의원실과 한국핀테크학회회장 김형중 고려대 특임교수 글로벌블록체인정책협의회 규제개혁당당하게 국회디지털경제연구회가 공동 주최하며 한국디지털자산사업자연합회회장 임요송 코어닥스 대표가 후원자로 참여한다.,2021-08-19,1,68804,디비전 메타버스에서 가상자산 사업자 신고 정상화 특금법 원포인트 개정방안 포럼 생중계
up,유명 암호화폐 온체인 애널리스트 윌리 우 가 최근 자신의 공식 서브스택 페이지를 통해 비트코인 단기 장기 투자자들의 매집이 지속되고 있으며 기업들의 비트코인 구매도 꾸준히 이어지고 있다며 비트코인 중장기 강세 전망은 유효하다고 진단했다. 이와 관련해 그는 투자자들이 스테이블코인으로 보관하고 있던 자금이 비트코인 매수세로 유입되고 있다. 연초 비트코인 시장에서 유출됐던 스테이블코인 자금이 월초부터 비트코인 매수세로 유입되고 있다.   이상 보유자들이 매매전략을 매수 우세에서 매도 우세로 전환하고 있긴 하지만   이하 보유 소액 투자자들이 지속적으로  매수세에 합류하고 있다고 설명했다.,2021-08-19,1,68803,윌리 우  투자자  지속 매집 중...중장기 강세 전망 유효
