Text,Price
크립토 '공포·탐욕 지수' 21... 극단적 공포 지속 | 코인니스,-1
THETA跌破5 USDT | 코인니스,-1
Bondly Finance官方证实遭到未知方攻击，建议用户停止交易 | 코인니스,-1
美国说唱歌手Busta Rhymes询问是否该购买加密货币 | 코인니스,-1
"본들리 파이낸스, 공격 피해 인정... BONDLY 거래 중지 요청 | 코인니스",-1
"미디움, 한국조폐공사 블록체인 테스트베드 환경구축 수행기관 낙찰 | 코인니스",-1
单链ChaosNet交易停止，其上的BEPSwap关闭 | 코인니스,-1
"크림파이낸스 아이언 뱅크, PleasrDAO와 NFT 담보 350만 달러 대출 실행 | 코인니스",-1
MicroStrategy CEO：比特币在美国应该被视为财产而非货币 | 코인니스,-1
"미래에셋, 미국서 첫 블록체인 ETF 상장 | 코인니스",-1
新加坡金管局和法国央行报告CBDC试验取得成功 | 코인니스,-1
Hotcoin（热币）将于7月15日21:58上线PIXIU | 코인니스,-1
Hotcoin（熱幣）將於7月15日21:58上線PIXIU | 코인니스,-1
PeckShield：注意防范ZooToken骗局 | 코인니스,-1
RChain主网第一次硬分叉将于7月18日进行，为首个不需要交易排队的全并发区块链平台 | CoinNess,-1
RChain主網第一次硬分叉將於7月18日進行，為首個不需要交易排隊的全並發區塊鏈平台 | 코인니스,-1
FILPool矿池及 BPool矿池将于7月19日开始限制部分国家地区IP地址访问 | 코인니스,-1
"펙실드 ""ZooToken, 과거 여러 스캠과 관련"" | 코인니스",-1
BabyHusky将于7月15日20:00开放三国NFT元宇宙业务 | 코인니스,-1
BabyHusky將於7月15日20:00開放三國NFT元宇宙業務 | 코인니스,-1
Saber与算法稳定币Frax Finance合作在Solana上推出FRAX交易池 | 코인니스,-1
Harmony链上SushiSwap锁仓量突破4000万美元 | 코인니스,-1
A股收盘：沪指收涨1.02% 深成指收涨0.75% | 코인니스,-1
MetaMask在Rinkeby测试网上完成首笔兼容EIP-1559的交易 | 코인니스,-1
"메타마스크, 린케비 테스트넷서 EIP-1559 호환 첫 트랜잭션 완료 | 코인니스",-1
PeckShield：Zoo Token 与某些骗局存在联系，需注意风险 | 코인니스,-1
PeckShield：Zoo Token 與某些騙局存在聯係，需注意風險 | 코인니스,-1
第五轮Kusama卡槽拍卖众筹已锁定20.81万KSM | 코인니스,-1
第五輪Kusama卡槽拍賣眾籌已鎖定20.81萬KSM | 코인니스,-1
加密货币衍生品交易所Bybit推出现货交易 | 코인니스,-1
波卡生态智能合约平台Clover Finance发布跨链交易浏览器 | 코인니스,-1
波卡生態智能合約平台Clover Finance發布跨鏈交易瀏覽器 | 코인니스,-1
쿠사마 5차 슬롯 경매 크라우드론 20.81만 KSM 락업 | 코인니스,-1
포블게이트 실시간 주요 암호화폐 시세 | CoinNess,-1
富士币FORTH横盘震荡，24小时跌幅3.04% | CoinNess,-1
富士幣FORTH橫盤震蕩，24小時跌幅3.04% | 코인니스,-1
"클로버 파이낸스, 크로스체인 트랜잭션 익스플로러 출시 | 코인니스",-1
Yearn创始人AC在Cream Finance社区发起提案，为CREAM代币创建生产性资产iceCREAM | 코인니스,-1
Yearn創始人AC在Cream Finance社區發起提案，為CREAM代幣創建生產性資產iceCREAM | 코인니스,-1
研究：中国挖矿算力份额在今年4月已降至46% | 코인니스,-1
"중국 BTC 해시레이트 점유율, 19개월 간 30%P 하락 | 코인니스",-1
币安将于7月16日8:00至7月23日08:00上线售卖Coin98 | 코인니스,-1
巴拉圭议员：比特币监管法案草案为该国加密行业提供了明确的监管框架 | 코인니스,-1
加密交易服务平台Revolut 完成8 亿美元融资，估值330 亿美元 | 코인니스,-1
"毕加索画作""Fillette au béret ""将通过瑞士银行Sygnum以区块链或“代币化”的形式出售 | 코인니스",-1
"위메이드, 빗썸 최대주주 '비덴트' 투자... 2대 주주 올라 | 코인니스",-1
"파라과이 의원 ""비트코인 법안, 파라과이 채굴 투자자 법적·재정적 보장 제공"" | 코인니스",-1
"英 레볼루트, 8억 달러 투자 유치..소프트 뱅크 등 참여 | 코인니스",-1
WePiggy已正式上线 xLON 借贷市场 | 코인니스,-1
WePiggy已正式上線 xLON 借貸市場 | 코인니스,-1
"프로젝트위드, 한국여자축구연맹과 파트너십 체결 | 코인니스",-1
"스위스 은행, 피카소 작품 소유권 토큰화 판매 예정 | 코인니스",-1
比特币矿商Greenidge 将从Foundry 处收购8300 台矿机 | 코인니스,-1
币安在以太坊上增发约3.6亿枚BUSD | 코인니스,-1
"미디어 ""4대 코인거래소까지 실명계좌 장담 못한다"" | 코인니스",-1
Santiment：以太坊矿工收入将达到11.2万ETH | 코인니스,-1
"뉴욕 BTC 채굴업체 그리니지, 파운드리로부터 8300대 채굴기 인수 | 코인니스",-1
数据：6月份火币平台共销毁379.7万枚HT | 코인니스,-1
數據：6月份火幣平台共銷毀379.7萬枚HT | 코인니스,-1
火币全球站现已恢复ZIL(Zilliqa)充币和提币业务 | CoinNess,-1
"데이터 ""ETH 채굴자 채굴 수익, 월간 총 11.2만 ETH 수준 회복"" | 코인니스",-1
合成资产协议Mirror Protocol上线Polkadot、Square和AMD镜像资产 | 코인니스,-1
合成資產協議Mirror Protocol上線Polkadot、Square和AMD鏡像資產 | 코인니스,-1
意大利市场监管机构Consob：币安无权提供投资服务和活动 | 코인니스,-1
"후오비 글로벌, 6월 총 379.7만 HT 소각 | 코인니스",-1
超3亿个BUSD从火币交易所转移FTX | 코인니스,-1
"이탈리아 금융당국 ""바이낸스, 현지 영업 허가 없다"" | 코인니스",-1
BIT Digital 正将 14500 台矿机从中国迁移到美国 | 코인니스,-1
欺诈者利用马斯克关于“Shiba”的推文进行欺诈，每笔交易费用高达99% | 코인니스,-1
欺詐者利用馬斯克關於“Shiba”的推文進行欺詐，每筆交易費用高達99% | 코인니스,-1
Mask Network通證MASK上線Crypto.com，可使用美元等20多種法定貨幣購買MASK | CoinNess,-1
Lido DAO已通过并投票表决升级Lido的ETH取款凭证，以消除取款主要签署人之间串通的风险 | CoinNess,-1
Lido DAO已通過並投票表決升級Lido的ETH取款憑證，以消除取款主要簽署人之間串通的風險 | 코인니스,-1
1500万个FTT转移到未知钱包，价值约4亿美元 | 코인니스,-1
"빗썸글로벌·빗썸싱가포르, 빗썸 브랜드 못 쓴다 | 코인니스",-1
DMG宣布从比特大陆购入2450台ASIC矿机 | 코인니스,-1
DMG宣布從比特大陸購入2450台ASIC礦機 | CoinNess,-1
截至今日18时ETH资金净流入3.14亿美元 | 코인니스,-1
OKB突破11 USDT | 코인니스,-1
실시간 암호화폐 자금 흐름 | 코인니스,-1
过去一小时推特讨论量：排名前三分别为BTC、ETH及AXS | 코인니스,-1
"DMG, 비트코인 ASIC 채굴기 2,450 대 추가 구매 | 코인니스",-1
数据显示：币安铸造约2.18亿枚BUSD | 코인니스,-1
"바이비트, 암호화폐 현물 거래시장 진출 | 코인니스",-1
"BTC五分钟内下跌1.03%，现报$32,171.88 | 코인니스",-1
"BTC五分鐘內下跌1.03%，現報$32,171.88 | 코인니스",-1
"BTC Drops by 1.03% Within 5 Mins, Marking 32,171.88 USDT | 코인니스",-1
"BTC, 5분간 1.03% 하락, 현재 32,171.88 달러 | 코인니스",-1
"BTC 5 dakika içinde  1.03% Düşüyor  , şu anki fiyatı 32,171.88USDT | 코인니스",-1
"BTC đã giảm khoảng 1.03% trong 5 phút, giá hiện tại là 32,171.88 USDT | 코인니스",-1
"바이낸스, 약 2.18억 BUSD 추가 발행 | 코인니스",-1
Axie Infinity于Binance上交易量占比已排第三位，仅次于比特币和以太坊 | CoinNess,-1
Axie Infinity於Binance上交易量占比已排第三位，僅次於比特幣和以太坊 | 코인니스,-1
BTC跌破32000 USDT | CoinNess,-1
KCS跌破11 USDT | 코인니스,-1
"BTC 낙폭 확대, 32,000 달러선 일시 반납 | 코인니스",-1
预言机项目 Umbrella Network 公布针对 ChainSwap 被攻击的补偿方案 | 코인니스,-1
預言機項目 Umbrella Network 公布針對 ChainSwap 被攻擊的補償方案 | 코인니스,-1
"엄브렐라네트워크, 체인스왑 해킹 UMB 피해 복구 방안 공개 | 코인니스",-1
Coinbase UK前CEO加入Bit2Me担任战略顾问 | 코인니스,-1
"웨일폴 ""WHALE 보유 주소 수 30,000개 돌파"" | CoinNess",-1
币世界晚内参：Revolut 完成8 亿美元融资 | 코인니스,-1
财新网：《显影|中国告别比特币“挖矿”》配图作品从未授权他方 | 코인니스,-1
財新網：《顯影|中國告別比特幣“挖礦”》配圖作品從未授權他方 | 코인니스,-1
中共中央、国务院：构建贸易金融区块链标准体系，开展法定数字货币试点 | 코인니스,-1
"中 정부 ""무역금융 블록체인 표준 시스템 구축 예정"" | 코인니스",-1
Chia 矿池 Hpool 上线使用官方新推出的池协议的新矿池 | 코인니스,-1
Chia 礦池 Hpool 上線使用官方新推出的池協議的新礦池 | 코인니스,-1
OSL推出面向美洲的数字资产大宗经纪商服务 | 코인니스,-1
OSL推出麵向美洲的數字資產大宗經紀商服務 | 코인니스,-1
"치아 채굴풀 Hpool, 신규 풀링 프로토콜 출시 | 코인니스",-1
1500万个FTT转移到未知钱包，价值约4亿美元 | 코인니스,-1
数据：可访问的比特币网络节点数量突破13000个 | 코인니스,-1
Drops宣布Drops Loans在以太坊主网上线并推出新流动性挖矿计划 | 코인니스,-1
波卡生态多链智能合约平台 ParaState 完成 550 万美元融资，HyperChain Capital 领投 | 코인니스,-1
XRP跌破0.6 USDT | 코인니스,-1
ETH跌破1900 USDT | 코인니스,-1
"BTC五分钟内上涨1.12%，现报$32,104.8 | 코인니스",-1
"BTC五分鐘內上漲1.12%，現報$32,104.8 | 코인니스",-1
"BTC Surges by 1.12% Within 5 Mins, Marking 32,104.8 USDT | 코인니스",-1
"BTC, 5분간 1.12% 상승, 현재 32,104.8 달러 | 코인니스",-1
"BTC 5 dakika içinde  1.12% Dalgalanıyor  , şu anki fiyatı 32,104.8USDT | 코인니스",-1
"BTC đã tăng khoảng 1.12% trong 5 phút, giá hiện tại là 32,104.8 USDT | 코인니스",-1
区块链互操作性协议 Axelar 完成 2500 万美元 A 轮融资 | 코인니스,-1
JC Flowers 将以 3 亿美元收购加密交易商LMAX Group 30%股份 | 코인니스,-1
美国司法部：根据法律，币安必须配合调查 | 코인니스,-1
"데이터 ""비트코인 네트워크 접속 가능 노드 수, 역대 최고 수치 기록"" | 코인니스",-1
"미국 투자업체 JC플라워, 암호화폐 거래소 운영사 LMAX 지분 30% 인수 | 코인니스",-1
"OKEx, 금융 스페셜 탭 및 MATIC 스테이킹 예치 상품 출시 | 코인니스",-1
澳大利亚律师提议创建有限责任法人实体以代表 DAO | 코인니스,-1
澳大利亞律師提議創建有限責任法人實體以代表 DAO | 코인니스,-1
Ampleforth发布应用于Aave平台借贷协议的进度更新 | 코인니스,-1
Ampleforth發布應用於Aave平台借貸協議的進度更新 | 코인니스,-1
NBS发起社区共建计划 | 코인니스,-1
NBS發起社區共建計劃 | 코인니스,-1
关于币世界APP和网站在中国境内停止运营的公告 | 코인니스,-1
중국 최대 블록체인 미디어 운영 종료 | CoinNess,-1
"BTC五分鐘內上漲1.16%，現報$31,824.01 | 코인니스",-1
"BTC Surges by 1.16% Within 5 Mins, Marking 31,824.01 USDT | 코인니스",-1
"BTC, 5분간 1.16% 상승, 현재 31,824.01 달러 | 코인니스",-1
"BTC 5 dakika içinde  1.16% Dalgalanıyor  , şu anki fiyatı 31,824.01USDT | 코인니스",-1
"BTC đã tăng khoảng 1.16% trong 5 phút, giá hiện tại là 31,824.01 USDT | 코인니스",-1
"구글 '비트코인 가격' 키워드 검색량, 최근 7개월 최저 수치 기록 | 코인니스",-1
"백트, 스마트 컨트랙트 개발사 '디지털 애셋' 전 CSO 영입 | 코인니스",-1
"파월 ""CBDC, 아직 장점이 단점보다 큰지 결정 못했다"" | 코인니스",-1
"저스틴 선 ""NFT 아티스트, 예술 시장 미래 선점할 것"" | 코인니스",-1
"윌리 우 ""비트코인은 '탈중앙화 금'"" | 코인니스",-1
아르헨티나 프로 축구 1부 리그 '소시오스닷컴 토너먼트'로 명칭 변경 | 코인니스,-1
"공지사항, 코인니스 마켓 서비스 점검 | 코인니스",-1
"美 국무부 ""사이버 테러 제보 보상금 지급 수단에 암호화폐 추가"" | 코인니스",1
"美 법무부, 바이낸스에 범죄수사 지원 감사 편지 요청 거절 | 코인니스",1
"파월 의장 ""암호화폐, 결제 매커니즘 되는 데 완전히 실패"" | 코인니스",1
"시카고 연은 총재 ""CBDC 필요성 의문 들어"" | CoinNess",1
"美 랜섬웨어 TF, 공격자-피해기업 간 암호화폐 거래 추적 | 코인니스",1
ETH 1900 달러 반납 | 코인니스,1
"美 하원의원, 디지털 자산 증권법상 상품으로 취급하는 법안 발의 | 코인니스",1
"태국 3대 은행 SCB, 리플넷 라이선스 취득 | 코인니스",1
"新 채권왕 ""개인적으로 BTC 보유하지 않을 것"" | 코인니스",1
"영국 FCA, '젊은 암호화폐 투자자 리스크 경고' 캠페인 계획 | 코인니스",1
국제 유가 하락… WTI 71달러 | 코인니스,1
"코인베이스 프로, CLV 상장 | 코인니스",1
"BTC 채굴업체 컴패스, 원자력 공급업체와 20년 파트너십 체결 | 코인니스",1
"페이팔, 미국 이용자 암호화폐 구매 한도 상향조정 | CoinNess",1
"블룸버그 ""포트폴리오 BTC 배분... 샤프지수 상승 효과"" | 코인니스",1
"트위터 CEO ""BTC 중점 개발자 플랫폼 서비스 계획"" | 코인니스",1
"토르체인, 해킹공격 받아..1.3만 ETH 피해 | 코인니스",1
"스탠다드 차타드 은행 지원 커스터디 업체, 영국 FCA 라이선스 취득 | 코인니스",1
"트라이엄프엑스, 탈중앙화 엔터테인먼트 기업 엑스팝과 MOU 체결 | 코인니스",1
"캐나다 최대 비트코인 펀드, 최근 한 달 BTC 보유량 약 50% 감소 | 코인니스",1
"토르체인 ""네트워크 공격 피해액 약 4,000 ETH...1.3만 ETH 아냐"" | 코인니스",1
"에프앤가이드·두나무, '가상화폐 톱5' 디지털자산지수 발표 | 코인니스",1
"메티스 CEO ""여성 엔지니어 채용 확대할 것"" | 코인니스",1
"이더리움 도메인 서비스 ENS, 6월 주소 수 1.07만 개 증가 | 코인니스",1
"마켓 전략가 ""테슬라, 빅테크주와 디커플링.. 비트코인 영향"" | CoinNess",1
"경찰, QRC뱅크 가상화폐 투자사기 혐의 수사 | 코인니스",1
"바이낸스 브라질 지사 임원, 취임 6개월만에 사임 | 코인니스",1
"데이터 ""비트코인 공급량 70%, 아직 수익권"" | 코인니스",1
"액시 인피니티, 몬스터 배틀 e스포츠 대회 지원.. 총 상금풀 5000 AXS | 코인니스",1
"토카막 네트워크, 블록체인 엑셀러레이터 디스프레드와 파트너십 | 코인니스",1
"플라이빗, iOS 기반 모바일 앱 출시 | 코인니스",1
"폴리마켓 예측시장, 10월 카르다노 스마트 컨트랙트 활성화 여부 베팅 오픈 | 코인니스",1
NFL 뉴욕 자이언츠 사콘 바클리 “광고협찬비 전액 비트코인으로 환전할 것” | 코인니스,1
"비블록 거래소, AML 내부감사 진행 | 코인니스",1
"데이터 ""100~10,000 BTC 보유 주소, 5월 21일 이후 10만 BTC 추가 보유"" | 코인니스",1
"8/4 시티코인 컨트랙트, 스택스 메인넷에 배포 | 코인니스",1
"렛저, 파일코인 지원 시작 | 코인니스",1
"해킹 공격 피해 본들리, 토큰 재발행 예정 | 코인니스",1
"美 법원, ""ETH 증권 아니다"" 발언 前 SEC 관계자 청문회 증인 요청 | 코인니스",1
"리서치 ""BTC, 다시 3,000만원대...올해 최장기 횡보 중"" | 코인니스",1
"가트너 ""블록체인 기술, 하이프사이클 상 '계몽' 단계 진입"" | 코인니스",1
"일본 금융청, 디지털화폐·디파이 감독 부서 설립 | 코인니스",1
"스케일스왑, 21일 첫 IDO 진행 | 코인니스",1
"빗썸, LAMB 거래지원 종료.. APIX 투자유의종목 지정 연장 | 코인니스",1
에이프로빗 실시간 주요 암호화폐 시세 | 코인니스,1
"썸씽, 모빌리티 기반 신개념 뮤직토크쇼 '텔미썸씽' 선공개 | 코인니스",1
"미국 잭슨카운티, 비트코인 재산세 납부 허용 예정 | 코인니스",1
바이낸스 스마트 체인 기반 AXS 출시 | 코인니스,1
"금융위 ""암호화폐 거래소 신고 유예 연장 없다"" | 코인니스",1
"디비전 네트워크, 써틱 의뢰 스마트 컨트랙트 보안 검증 완료 | 코인니스",1
"솔라나 기반 스테이블코인 스왑 플랫폼 세이버, 유동성 채굴 보상 프로그램 시작 | 코인니스",1
"어나니머스, 새 암호화폐 '아논 이누' 공개.. 머스크 대항 목적 | 코인니스",1
"한전 전력연구원, 삼성과 에너지 블록체인 플랫폼 개발 추진 | 코인니스",1
"中 인민은행 ""디지털 위안화, 본원통화 개념 적용...금리 적용 안한다"" | 코인니스",1
2Q NFT 거래량 7.54억달러.. 전분기 대비 48%↑ | 코인니스,1
"中 인민은행 ""디지털 위안화, 소액 결제 익명성 보장"" | 코인니스",1
"크립토퀀트 대표 ""비트코인 매도 압력 높아 보인다"" | 코인니스",1
"IoTeX, 공식 웹사이트 개편 | 코인니스",1
"톤스타터, 7/19 TOS 유동성 마이닝 시작 | 코인니스",1
"리투아니아 규제당국, 바이낸스에 '무허가 영업' 경고 | 코인니스",1
"인민은행 ""단기 방문 외국인, 은행계좌 없어도 디지털 위안화 월렛 사용 가능"" | 코인니스",1
비트메인 채굴자 트레이닝 센터 재오픈.. 미국 접수 시작 | 코인니스,1
"빅원, 오늘 19시 PCM 상장 | 코인니스",1
"피터 시프 ""갤럭시디지털 주가 하락세 지속, 비트코인에 좋은 징조 아냐"" | 코인니스",1
"7월 들어 블록체인 공격사건 20차례 발생, 피해액 2600만달러 상회 | 코인니스",1
"라토큰, 16일 USDT 마켓에 LBXC 상장 | 코인니스",1
"바이낸스, 오는 10월 주식 토큰 지원 종료 | 코인니스",1
"중국, 디지털 위안화 연구 성과 백서 발간..테스트 금액 53억 달러 | 코인니스",1
"폴리곤, NFT 및 게임 관련 서비스 출시 예정 | 코인니스",1
"인디고차일드, 웨일폴 생태계 슈림프 노드 선거 1위 선출 | CoinNess",1
"서베이 ""암호화폐 전문가, 2025년까지 BTC 31만 달러 도달 예상"" | 코인니스",1
"솔라나, 도메인 경매 최고가는 5500 USDC..누적 4954건 | 코인니스",1
"홍콩 증감회 ""바이낸스 그룹, 홍콩서 승인·등록 안 받아"" | 코인니스",1
"코인베이스 CEO ""기존 금융 시스템, 일반인이 투자로 부자되는 것 불법화해"" | 코인니스",1
"경제학자들 ""제롬 파월 미 연준 의장, 내년 연임될 것"" | 코인니스",1
"MEXC, 델타세타 상장 | 코인니스",1
"외신 ""전 리플 핵심 파트너사 머니그램, 美 사모펀드에 인수될 수도"" | 코인니스",1
"美 국채 10년물 금리, 1.3204%로 상승 | 코인니스",1
"소식통 ""BoA, 비트코인 선물 거래 승인"" | 코인니스",1
"스테이블 코인 총 공급량, 1100억 달러 돌파 | 코인니스",1
"메사리 ""올해 이더리움 온체인 거래량, 8조 달러 신기록 예상"" | 코인니스",1
"메사리 ""올해 이더리움 온체인 거래량, 8조 달러 신기록 예상"" | 코인니스",1
"외신 ""메타마스크, BSC·HECO 기반 USDT 전액 이체 오류 발생"" | 코인니스",1
"외신 ""ETH, 상승 전환 움직임 有...채굴자 보유액 증가"" | 코인니스",1
BTC 채굴 난이도 6% 감소 전망... 2020년 6월 수준 | 코인니스,1
"소프트뱅크 자회사, 불리시에 7500만 달러 투자 | 코인니스",1
"바이낸스 독일 파트너사 ""주식 토큰 지원 중단... 비즈니스를 위한 결정"" | CoinNess",1
"美 옐런 재무장관, 19일 스테이블코인 관련 대통령 실무그룹 회의 소집 | 코인니스",1
"BUSD, 시가총액 100억 달러 돌파...시총 10위권 진입 | 코인니스",1
"테라폼랩스, 1.5억 달러 규모 생태계 기금 조성 | 코인니스",1
"ETH 대규모 이체, 7억 7353만 달러 규모…익명→익명 | 코인니스",1
소더비 초고가 다이아몬드 1230만 달러 낙찰... 암호화폐 결제 | 코인니스,1
"외신 ""달러 지수 차트, 강세 전환 패턴 형성...BTC 3만 달러 수성 위기"" | 코인니스",1
"트레이더 ""알라메다, FTT 매입 중"" | 코인니스",1
"디지털 위안화, 시범 사업장 132만 개 돌파 | 코인니스",1
"폴란드 금융감독청 ""바이낸스 서비스 사용 여부, 투자자가 직접 선택"" | 코인니스",1
"구겐하임 CIO ""BTC, 3만 달러 지지선 지키는데 실패할 것"" | 코인니스",1
"ADA 창시자 ""스테이블코인 프로토콜 제드, 신중하게 접근"" | 코인니스",1
"그레이스케일 암호화폐 운용 자산, 약 280억 달러 | 코인니스",1
"팬케이크버니, 폴리곤 버전 공격 받아..SUSHI 풀 중단 | 코인니스",1
"그레이스케일, 2일 연속 ZEN 매입 | 코인니스",1
USDT 몇주째 신규 발행 없어...중국 규제 영향 등 | 코인니스,1
"미 연준 ""경기 부양 보조금 중 0.02%가 BTC로 유입"" | 코인니스",1
"자비스랩스 ""2017년 생성 월렛서 3.6만 BTC 이동"" | 코인니스",1
4만 BTC 코인베이스 프로로 입금 후 다시 외부로 출금 | 코인니스,1
"이더리움 공동 창업자, 암호화폐 업계 떠난다..월렛 개발사 매각 예정 | 코인니스",1
"비자·마스터카드 ""바이낸스 관련 각국 규제 동향 모니터링 중"" | 코인니스",1
4916 BTC 코인베이스 프로로 입금 | 코인니스,1
"웨일폴, 시가총액 620억원 돌파 | 코인니스",1
"다이노스왑, 유동성 채굴 보상·DINO 토큰 출시 | 코인니스",1
"카르다노 기반 NFT 플랫폼 스포어스, 230만달러 유치 | 코인니스",1
엘살바도르 자체 스테이블코인 발행 가능성 제기 | 코인니스,1
"말레이시아 경찰, 압수한 암호화폐 채굴기 1069대 분쇄 | 코인니스",1
"네바다주 석유회사, 비트코인 채굴기 최대 100만대 배치 계약 체결 | 코인니스",1
"SFB, 20일 저스트스왑 상장 | 코인니스",1
크립토 '공포·탐욕 지수' 15... 극단적 공포 지속 | 코인니스,1
"'해킹당해 암호화폐 증발' 소송…법원 ""거래소 탓 아냐"" | 코인니스",1
"플래시론 공격 피해 팬케이크버니, 폴리곤 스시 볼트 재오픈 | 코인니스",1
"랜 노이너 ""오늘 1.3만 BTC 코인베이스 유입...내부 월렛간 이체"" | 코인니스",1
"웨일폴, WHALE 제 3차 소각 진행...약 9,801억 WHALE 소각 | CoinNess",1
"멀티체인 디파이 플랫폼 루빅, 하모니와 파트너십 체결 | 코인니스",1
"와이즈비트코인, 19일 50% 입금 보너스 이벤트 출시 예정 공지 | 코인니스",1
"암호화폐 정보 플랫폼 트로들, 폴리곤 체인 마이그레이션 완료 | 코인니스",1
"솔라나 기반 디파이 프로토콜 아큐먼, 스위치보드와 파트너십 체결 | 코인니스",1
"팀 드레이퍼 ""BTC 2022년 연말 혹은 2023년 연초 25만 달러 전망"" | 코인니스",1
"컨센시스 창업자 ""런던 하드포크, 이더리움 수요 및 가치 상승 전망"" | 코인니스",1
코인니스 뉴스 제공 시간 안내 | 코인니스,-1
코인니스 일요일 주요 뉴스 브리핑 | 코인니스,-1
"바이낸스 CEO ""제 16차 BNB 정기 소각...약 130만 BNB 소각 완료"" | 코인니스",-1
"월가 대표 비관론자 타이스 ""지금 BTC 매수는 위험해"" | CoinNess",-1
"와이즈비트코인, 19일 50% 입금 보너스 이벤트 실시 | 코인니스",-1
"옵션룸, 7/22 체인스왑 해킹 관련 에어드랍 진행 | 코인니스",-1
"치아 창시자 ""장기간 치아 토큰 보유할 것"" | 코인니스",-1
"분석 ""미국, 스테이블코인 관련 2가지 규제 옵션 보유"" | 코인니스",-1
"인도 중앙은행  ""블록체인 성장 가속화 해야"" | 코인니스",-1
이번주 14626 BTC 규모 GBTC 보호예수 물량 해제 | 코인니스,-1
"크림파이낸스, PleasrDAO와 첫 DAO-to-DAO' 대출 출시 | 코인니스",-1
"마라톤 디지털 CEO ""中 채굴업체 50만곳, 미국 이전 타진"" | 코인니스",-1
"美 옐런 재무장관, 오늘 스테이블코인 대통령 실무그룹 회의 소집 | 코인니스",-1
"세르비아 유명 트레이더 ""모든 암호화폐 마켓 떠난다"" | 코인니스",-1
"바이낸스 2Q 수익, 전분기 대비 약 33% 감소 추정 | 코인니스",-1
"대퍼랩스 전 PM ""약세장서 NFT 투기 유행"" | 코인니스",-1
"베이시스 렌딩, 폴리곤 네트워크 서비스 시작 | 코인니스",-1
부산시 통합전자지갑 '비 패스' 오늘 서비스 시작 | 코인니스,-1
"분석 ""엑시 인피티니 등 P2E 모델 토큰 가치 장기지속 가능"" | 코인니스",-1
"안티매터, 7/25 새 MATTER 토큰 에어드랍 | 코인니스",-1
에이프로빗 실시간 주요 암호화폐 시세 | 코인니스,-1
"체인스왑, 신규 ASAP 토큰 컨트랙트 보안 감사 진행...25일 에어드랍 | 코인니스",-1
"블록체인 전문기업 미디움, 상반기 실적 발표 | 코인니스",-1
"탈중앙화 거래소 세이버, 솔라나 기반 USDK 거래풀 출시 | CoinNess",-1
"쿠도스, 8월 2일 CUDOS 온체인 스테이킹 서비스 출시 | 코인니스",-1
"가상자산가치평가원, 국내외 가상자산 프로젝트 평가 보고서 발표 | 코인니스",-1
"외신 ""홍콩매체 SCMP, NFT 사업 진출"" | 코인니스",-1
"데이터 ""비트코인 네트워크 수수료, 7월들어 감소세 지속"" | 코인니스",-1
"농협금융 ""암호화폐·메타버스 등 투자환경 변화 주도"" | 코인니스",-1
"외신 ""호주 증권거래소 '블록체인 업그레이드', 고객사 부담 비용 증가"" | 코인니스",-1
"분석 ""암호화폐 큰 변동성, 뮤추얼·패시브 펀드 부재 때문"" | 코인니스",-1
"데이터 ""암호화폐 거래소 일일 BTC 순 유입량, 5개월 최고치 기록"" | 코인니스",-1
"후오비코리아 신규가입, 인스타그램, 거래왕 프로모션 진행 | 코인니스",-1
"전체 암호화폐 시총, 5월 최고점 대비 50% 감소 | 코인니스",-1
"아크인베스트먼트, 비트코인 플랜 발표한 스퀘어 주식 매입 | 코인니스",-1
"APENFT, 252만 달러 규모 NFT 토큰 바이백·소각 완료 | 코인니스",-1
"터키 재무부 차관 ""암호화폐 거래 등 관련 법안 10월 의회 상정"" | 코인니스",-1
후오비코리아 오늘의 상승 코인 | 코인니스,-1
크립토 '공포·탐욕 지수' 24... 극단적 공포 지속 | 코인니스,-1
"CACHE, 140만 달러 시리즈 A 투자 유치 | 코인니스",-1
"日 금융청, 분산 금융 대응방안 연구회 출범..암호화폐 거래소 관계자는 제외 | 코인니스",-1
"마젤란파이낸셜 창업자 ""거품 터지면 비트코인 가치 0 된다"" | 코인니스",-1
"BTC 시총 비중, 5월 중순 대비 약 8% 포인트 상승 | CoinNess",-1
"비탈릭 부테린 출연 다큐, 3일 만에 1035.96 ETH 자금 조달 | 코인니스",-1
"신한금융, 코인 투자 많으면 대출 축소 | 코인니스",-1
"체인엑스, 한밤중 57개 상폐 공지하고 원화입금 중지 | 코인니스",-1
"폴 크루그먼 ""스테이블코인, 현대판 프리뱅킹...위기에 봉착할 것"" | 코인니스",-1
"애널리스트 ""BTC, 연내 신고가 갱신할 것"" | 코인니스",-1
바이비트 “비트코인 보유자 증가세 지속” | 코인니스,-1
"리튬파이낸스, 8월 5일 폴카스타터서 IDO 진행 | 코인니스",-1
"이더마인, MEV 수익 전체 채굴자에 분배키로 | 코인니스",-1
"데이터 ""주요 거래소 거래량, 6개월래 최저 수준"" | 코인니스",-1
"ETC 랩스 설립자 ""기관 투자자, BTC 장기적 성장 확신"" | 코인니스",-1
"샌티멘트, BTC 10만달러 도달 시점 투표 진행...2021년 선두 | 코인니스",-1
"지난주 DEX 일평균 거래량, 전주 대비 14% 증가 | 코인니스",-1
"인도 당국, 와지르엑스에 암호화폐 출금 관련 소명 요구 | 코인니스",-1
